Date,Cash,Position,Portfolio Value
2013-07-10 00:00:00.000000,10000.0,0.0,10000.0
2015-08-07 00:00:00.000000,10000.0,0.0,10000.0
2015-08-08 00:00:00.000000,10000.0,0.0,10000.0
2015-08-09 00:00:00.000000,10000.0,0.0,10000.0
2015-08-10 00:00:00.000000,10000.0,0.0,10000.0
2015-08-11 00:00:00.000000,10000.0,0.0,10000.0
2015-08-12 00:00:00.000000,10000.0,0.0,10000.0
2015-08-13 00:00:00.000000,10000.0,0.0,10000.0
2015-08-14 00:00:00.000000,10000.0,0.0,10000.0
2015-08-15 00:00:00.000000,10000.0,0.0,10000.0
2015-08-16 00:00:00.000000,10000.0,0.0,10000.0
2015-08-17 00:00:00.000000,10000.0,0.0,10000.0
2015-08-18 00:00:00.000000,10000.0,0.0,10000.0
2015-08-19 00:00:00.000000,10000.0,0.0,10000.0
2015-08-20 00:00:00.000000,10000.0,0.0,10000.0
2015-08-21 00:00:00.000000,10000.0,0.0,10000.0
2015-08-22 00:00:00.000000,10000.0,0.0,10000.0
2015-08-23 00:00:00.000000,10000.0,0.0,10000.0
2015-08-24 00:00:00.000000,10000.0,0.0,10000.0
2015-08-25 00:00:00.000000,10000.0,0.0,10000.0
2015-08-26 00:00:00.000000,10000.0,0.0,10000.0
2015-08-27 00:00:00.000000,10000.0,0.0,10000.0
2015-08-28 00:00:00.000000,10000.0,0.0,10000.0
2015-08-29 00:00:00.000000,10000.0,0.0,10000.0
2015-08-30 00:00:00.000000,10000.0,0.0,10000.0
2015-08-31 00:00:00.000000,10000.0,0.0,10000.0
2015-09-01 00:00:00.000000,10000.0,0.0,10000.0
2015-09-02 00:00:00.000000,10000.0,0.0,10000.0
2015-09-03 00:00:00.000000,10000.0,0.0,10000.0
2015-09-04 00:00:00.000000,10000.0,0.0,10000.0
2015-09-05 00:00:00.000000,10000.0,0.0,10000.0
2015-09-06 00:00:00.000000,10000.0,0.0,10000.0
2015-09-07 00:00:00.000000,10000.0,0.0,10000.0
2015-09-08 00:00:00.000000,10000.0,0.0,10000.0
2015-09-09 00:00:00.000000,10000.0,0.0,10000.0
2015-09-10 00:00:00.000000,0.0,8605.851979345956,10000.0
2015-09-11 00:00:00.000000,0.0,8605.851979345956,8394.148020654045
2015-09-12 00:00:00.000000,0.0,8605.851979345956,8958.69191049914
2015-09-13 00:00:00.000000,0.0,8605.851979345956,8070.567986230638
2015-09-14 00:00:00.000000,0.0,8605.851979345956,7524.09638554217
2015-09-15 00:00:00.000000,0.0,8605.851979345956,8120.4819277108445
2015-09-16 00:00:00.000000,0.0,8605.851979345956,7771.084337349399
2015-09-17 00:00:00.000000,0.0,8605.851979345956,7618.760757314975
2015-09-18 00:00:00.000000,0.0,8605.851979345956,7315.834767641997
2015-09-19 00:00:00.000000,0.0,8605.851979345956,7643.717728055079
2015-09-20 00:00:00.000000,0.0,8605.851979345956,8092.082616179003
2015-09-21 00:00:00.000000,0.0,8605.851979345956,7761.617900172118
2015-09-22 00:00:00.000000,0.0,8605.851979345956,7713.425129087781
2015-09-23 00:00:00.000000,0.0,8605.851979345956,7702.237521514631
2015-09-24 00:00:00.000000,0.0,8605.851979345956,7006.884681583478
2015-09-25 00:00:00.000000,0.0,8605.851979345956,6375.215146299484
2015-09-26 00:00:00.000000,0.0,8605.851979345956,6703.9586919105
2015-09-27 00:00:00.000000,0.0,8605.851979345956,6212.5645438898455
2015-09-28 00:00:00.000000,0.0,8605.851979345956,5059.380378657487
2015-09-29 00:00:00.000000,0.0,8605.851979345956,5865.748709122204
2015-09-30 00:00:00.000000,0.0,8605.851979345956,6176.419965576593
2015-10-01 00:00:00.000000,0.0,8605.851979345956,5867.469879518073
2015-10-02 00:00:00.000000,0.0,8605.851979345956,5815.834767641997
2015-10-03 00:00:00.000000,0.0,8605.851979345956,5908.777969018934
2015-10-04 00:00:00.000000,0.0,8605.851979345956,5732.358003442342
2015-10-05 00:00:00.000000,0.0,8605.851979345956,5410.499139414803
2015-10-06 00:00:00.000000,0.0,8605.851979345956,5641.135972461274
2015-10-07 00:00:00.000000,0.0,8605.851979345956,5263.339070567988
2015-10-08 00:00:00.000000,0.0,8605.851979345956,5339.931153184167
2015-10-09 00:00:00.000000,0.0,8605.851979345956,5584.337349397591
2015-10-10 00:00:00.000000,0.0,8605.851979345956,5395.00860585198
2015-10-11 00:00:00.000000,0.0,8605.851979345956,5457.831325301206
2015-10-12 00:00:00.000000,0.0,8605.851979345956,5399.311531841653
2015-10-13 00:00:00.000000,0.0,8605.851979345956,5191.910499139415
2015-10-14 00:00:00.000000,0.0,8605.851979345956,4399.311531841653
2015-10-15 00:00:00.000000,0.0,8605.851979345956,4810.6712564543905
2015-10-16 00:00:00.000000,0.0,8605.851979345956,4576.59208261618
2015-10-17 00:00:00.000000,0.0,8605.851979345956,4709.122203098107
2015-10-18 00:00:00.000000,0.0,8605.851979345956,4451.8072289156635
2015-10-19 00:00:00.000000,0.0,8605.851979345956,4209.122203098107
2015-10-20 00:00:00.000000,0.0,8605.851979345956,3748.7091222030986
2015-10-21 00:00:00.000000,0.0,8605.851979345956,3790.877796901894
2015-10-22 00:00:00.000000,0.0,8605.851979345956,5055.93803786575
2015-10-23 00:00:00.000000,0.0,8605.851979345956,4473.321858864028
2015-10-24 00:00:00.000000,0.0,8605.851979345956,4938.898450946644
2015-10-25 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-26 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-27 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-28 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-29 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-30 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-10-31 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-01 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-02 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-03 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-04 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-05 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-06 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-07 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-08 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-09 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
2015-11-10 00:00:00.000000,5603.270223752153,0.0,5603.270223752153
