,date,open,high,low,close,volume,adj_close
1970-01-01 00:00:00.000000092,2018-10-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000093,2018-10-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000094,2018-10-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000095,2018-10-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000096,2018-10-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000097,2018-10-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000098,2018-10-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000099,2018-10-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000100,2018-10-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000101,2018-10-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000102,2018-10-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000103,2018-10-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000104,2018-10-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000105,2018-10-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000106,2018-10-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000107,2018-10-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000108,2018-10-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000109,2018-10-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000110,2018-10-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000111,2018-10-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000112,2018-10-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000113,2018-10-31,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000114,2018-11-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000115,2018-11-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000116,2018-11-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000117,2018-11-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000118,2018-11-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000119,2018-11-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000120,2018-11-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000121,2018-11-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000122,2018-11-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000123,2018-11-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000124,2018-11-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000125,2018-11-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000126,2018-11-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000127,2018-11-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000128,2018-11-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000129,2018-11-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000130,2018-11-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000131,2018-11-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000132,2018-11-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000133,2018-11-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000134,2018-11-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000135,2018-11-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000136,2018-11-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000137,2018-11-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000138,2018-11-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000139,2018-11-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000140,2018-11-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000141,2018-11-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000142,2018-11-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000143,2018-11-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000144,2018-12-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000145,2018-12-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000146,2018-12-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000147,2018-12-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000148,2018-12-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000149,2018-12-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000150,2018-12-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000151,2018-12-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000152,2018-12-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000153,2018-12-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000154,2018-12-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000155,2018-12-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000156,2018-12-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000157,2018-12-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000158,2018-12-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000159,2018-12-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000160,2018-12-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000161,2018-12-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000162,2018-12-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000163,2018-12-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000164,2018-12-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000165,2018-12-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000166,2018-12-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000167,2018-12-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000168,2018-12-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000169,2018-12-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000170,2018-12-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000171,2018-12-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000172,2018-12-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000173,2018-12-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000174,2018-12-31,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000175,2019-01-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000176,2019-01-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000177,2019-01-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000178,2019-01-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000179,2019-01-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000180,2019-01-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000181,2019-01-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000182,2019-01-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000183,2019-01-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000184,2019-01-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000185,2019-01-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000186,2019-01-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000187,2019-01-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000188,2019-01-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000189,2019-01-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000190,2019-01-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000191,2019-01-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000192,2019-01-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000193,2019-01-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000194,2019-01-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000195,2019-01-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000196,2019-01-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000197,2019-01-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000198,2019-01-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000199,2019-01-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000200,2019-01-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000201,2019-01-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000202,2019-01-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000203,2019-01-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000204,2019-01-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000205,2019-01-31,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000206,2019-02-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000207,2019-02-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000208,2019-02-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000209,2019-02-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000210,2019-02-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000211,2019-02-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000212,2019-02-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000213,2019-02-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000214,2019-02-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000215,2019-02-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000216,2019-02-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000217,2019-02-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000218,2019-02-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000219,2019-02-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000220,2019-02-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000221,2019-02-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000222,2019-02-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000223,2019-02-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000224,2019-02-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000225,2019-02-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000226,2019-02-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000227,2019-02-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000228,2019-02-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000229,2019-02-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000230,2019-02-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000231,2019-02-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000232,2019-02-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000233,2019-02-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000234,2019-03-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000235,2019-03-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000236,2019-03-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000237,2019-03-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000238,2019-03-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000239,2019-03-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000240,2019-03-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000241,2019-03-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000242,2019-03-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000243,2019-03-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000244,2019-03-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000245,2019-03-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000246,2019-03-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000247,2019-03-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000248,2019-03-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000249,2019-03-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000250,2019-03-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000251,2019-03-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000252,2019-03-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000253,2019-03-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000254,2019-03-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000255,2019-03-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000256,2019-03-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000257,2019-03-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000258,2019-03-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000259,2019-03-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000260,2019-03-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000261,2019-03-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000262,2019-03-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000263,2019-03-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000264,2019-03-31,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000265,2019-04-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000266,2019-04-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000267,2019-04-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000268,2019-04-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000269,2019-04-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000270,2019-04-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000271,2019-04-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000272,2019-04-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000273,2019-04-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000274,2019-04-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000275,2019-04-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000276,2019-04-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000277,2019-04-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000278,2019-04-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000279,2019-04-15,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000280,2019-04-16,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000281,2019-04-17,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000282,2019-04-18,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000283,2019-04-19,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000284,2019-04-20,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000285,2019-04-21,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000286,2019-04-22,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000287,2019-04-23,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000288,2019-04-24,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000289,2019-04-25,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000290,2019-04-26,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000291,2019-04-27,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000292,2019-04-28,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000293,2019-04-29,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000294,2019-04-30,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000295,2019-05-01,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000296,2019-05-02,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000297,2019-05-03,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000298,2019-05-04,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000299,2019-05-05,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000300,2019-05-06,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000301,2019-05-07,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000302,2019-05-08,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000303,2019-05-09,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000304,2019-05-10,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000305,2019-05-11,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000306,2019-05-12,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000307,2019-05-13,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000308,2019-05-14,0.0,0.0,0.0,0.0,0.0,
1970-01-01 00:00:00.000000309,2019-05-15,0.0,0.0,0.0,0.0,0.0,
