Date,Close
2021-07-01,2113.605469
2021-07-02,2150.040283
2021-07-03,2226.114258
2021-07-04,2321.724121
2021-07-05,2198.58252
2021-07-06,2324.679443
2021-07-07,2315.161865
2021-07-08,2120.026367
2021-07-09,2146.692383
2021-07-10,2111.403564
2021-07-11,2139.664795
2021-07-12,2036.721069
2021-07-13,1940.083984
2021-07-14,1994.331299
2021-07-15,1911.175659
2021-07-16,1880.382935
2021-07-17,1898.825195
2021-07-18,1895.552124
2021-07-19,1817.296631
2021-07-20,1787.510742
2021-07-21,1990.970825
2021-07-22,2025.202759
2021-07-23,2124.776611
2021-07-24,2189.21875
2021-07-25,2191.373779
2021-07-26,2233.366699
2021-07-27,2298.333496
2021-07-28,2296.54541
2021-07-29,2380.956787
2021-07-30,2466.961426
2021-07-31,2536.209961
2021-08-01,2561.852051
2021-08-02,2610.15332
2021-08-03,2502.349609
2021-08-04,2724.619873
2021-08-05,2827.328857
2021-08-06,2890.94165
2021-08-07,3157.23877
2021-08-08,3013.732666
2021-08-09,3167.856201
2021-08-10,3141.691162
2021-08-11,3164.245117
2021-08-12,3043.414307
2021-08-13,3322.21167
2021-08-14,3265.443359
2021-08-15,3310.50415
2021-08-16,3156.509521
2021-08-17,3014.845947
2021-08-18,3020.089844
2021-08-19,3182.702148
2021-08-20,3286.935303
2021-08-21,3226.083984
2021-08-22,3242.115479
2021-08-23,3319.257324
2021-08-24,3172.456299
2021-08-25,3224.915283
2021-08-26,3100.325439
2021-08-27,3270.60083
2021-08-28,3244.40332
2021-08-29,3227.002686
2021-08-30,3224.374268
2021-08-31,3433.732666
2021-09-01,3834.828125
2021-09-02,3790.98999
2021-09-03,3940.614746
2021-09-04,3887.828369
2021-09-05,3952.133545
2021-09-06,3928.379395
2021-09-07,3426.394287
2021-09-08,3497.315186
2021-09-09,3427.340088
2021-09-10,3211.505859
2021-09-11,3270.278076
2021-09-12,3410.134521
2021-09-13,3285.511719
2021-09-14,3429.169678
2021-09-15,3615.282715
2021-09-16,3571.294922
2021-09-17,3398.538818
2021-09-18,3432.018311
2021-09-19,3329.447998
2021-09-20,2958.993408
2021-09-21,2764.431152
2021-09-22,3077.86792
2021-09-23,3155.523682
2021-09-24,2931.669189
2021-09-25,2925.565674
2021-09-26,3062.265381
2021-09-27,2934.138916
2021-09-28,2807.296631
2021-09-29,2853.143311
2021-09-30,3001.678955
2021-10-01,3307.516113
2021-10-02,3391.694336
2021-10-03,3418.358643
2021-10-04,3380.089111
2021-10-05,3518.518555
2021-10-06,3580.562012
2021-10-07,3587.974854
2021-10-08,3563.759277
2021-10-09,3575.716797
2021-10-10,3425.852783
2021-10-11,3545.354004
2021-10-12,3492.573242
2021-10-13,3606.20166
2021-10-14,3786.01416
2021-10-15,3862.634766
2021-10-16,3830.38208
2021-10-17,3847.104492
2021-10-18,3748.760254
2021-10-19,3877.650879
2021-10-20,4155.992188
2021-10-21,4054.322754
2021-10-22,3970.181885
2021-10-23,4171.663574
2021-10-24,4087.903076
2021-10-25,4217.876953
2021-10-26,4131.102051
2021-10-27,3930.257324
2021-10-28,4287.318848
2021-10-29,4414.746582
2021-10-30,4325.650391
2021-10-31,4288.074219
2021-11-01,4324.626953
2021-11-02,4584.798828
2021-11-03,4607.193848
2021-11-04,4537.324219
2021-11-05,4486.243164
2021-11-06,4521.581055
2021-11-07,4620.554688
2021-11-08,4812.087402
2021-11-09,4735.068848
2021-11-10,4636.174316
2021-11-11,4730.384277
2021-11-12,4667.115234
2021-11-13,4651.460449
2021-11-14,4626.358887
2021-11-15,4557.503906
2021-11-16,4216.365234
2021-11-17,4287.59375
2021-11-18,4000.650879
2021-11-19,4298.306641
2021-11-20,4409.931152
2021-11-21,4269.73291
2021-11-22,4088.457764
2021-11-23,4340.763672
2021-11-24,4239.981445
2021-11-25,4274.743164
2021-11-26,4030.908936
2021-11-27,4096.912109
2021-11-28,4294.453613
2021-11-29,4445.10498
2021-11-30,4631.479004
2021-12-01,4586.990234
2021-12-02,4511.302246
2021-12-03,4220.706055
2021-12-04,4119.587402
2021-12-05,4198.322754
2021-12-06,4358.737305
2021-12-07,4315.061523
2021-12-08,4439.35791
2021-12-09,4119.815918
2021-12-10,3908.496094
2021-12-11,4084.452393
2021-12-12,4134.453125
2021-12-13,3784.226807
2021-12-14,3745.44043
2021-12-15,4018.388672
2021-12-16,3962.469727
2021-12-17,3879.486572
2021-12-18,3960.860107
2021-12-19,3922.592529
2021-12-20,3933.844482
2021-12-21,4020.26001
2021-12-22,3982.099609
2021-12-23,4108.015625
2021-12-24,4047.98291
2021-12-25,4093.281006
2021-12-26,4067.328125
2021-12-27,4037.547607
2021-12-28,3800.893066
2021-12-29,3628.531738
2021-12-30,3713.852051
2021-12-31,3682.632813
2022-01-01,3769.697021
2022-01-02,3829.564941
2022-01-03,3761.380371
2022-01-04,3794.056641
2022-01-05,3550.386963
2022-01-06,3418.408203
2022-01-07,3193.210449
2022-01-08,3091.972656
2022-01-09,3157.751465
2022-01-10,3083.0979
2022-01-11,3238.111572
2022-01-12,3372.258301
2022-01-13,3248.288574
2022-01-14,3310.001465
2022-01-15,3330.530762
2022-01-16,3350.921875
2022-01-17,3212.304932
2022-01-18,3164.025146
2022-01-19,3095.825928
2022-01-20,3001.120117
2022-01-21,2557.931641
2022-01-22,2405.181152
2022-01-23,2535.039063
2022-01-24,2440.352295
2022-01-25,2455.935059
2022-01-26,2468.030273
2022-01-27,2423.001221
2022-01-28,2547.092041
2022-01-29,2597.084717
2022-01-30,2603.466553
2022-01-31,2688.278809
2022-02-01,2792.117188
2022-02-02,2682.854004
2022-02-03,2679.162598
2022-02-04,2983.586914
2022-02-05,3014.648193
2022-02-06,3057.476074
2022-02-07,3142.470703
2022-02-08,3122.608643
2022-02-09,3239.457031
2022-02-10,3077.482178
2022-02-11,2927.383545
2022-02-12,2917.362793
2022-02-13,2883.463379
2022-02-14,2933.479004
2022-02-15,3179.877197
2022-02-16,3127.830078
2022-02-17,2881.481934
2022-02-18,2785.727539
2022-02-19,2763.701172
2022-02-20,2628.648438
2022-02-21,2573.816162
2022-02-22,2639.299316
2022-02-23,2590.359619
2022-02-24,2598.067139
2022-02-25,2764.535645
2022-02-26,2781.111816
2022-02-27,2621.801758
2022-02-28,2919.201172
